step,elapsed_seconds,total_energy_eV,energy_per_atom_eV,maximum_force_eV_per_A,mean_force_eV_per_A,rms_force_eV_per_A,total_force_norm_eV_per_A,stress_xx_eV_per_A3,stress_yy_eV_per_A3,stress_zz_eV_per_A3,stress_yz_eV_per_A3,stress_xz_eV_per_A3,stress_xy_eV_per_A3,maximum_absolute_stress_eV_per_A3,volume_A3,volume_per_atom_A3,volume_change_percent,lattice_a_A,lattice_b_A,lattice_c_A,angle_alpha_deg,angle_beta_deg,angle_gamma_deg,maximum_internal_displacement_A,rms_internal_displacement_A,maximum_total_displacement_A,rms_total_displacement_A,force_converged,stress_converged,overall_converged,safety_status
10,9.266000000061467,-44.571472460374345,-5.571434057546793,0.044316007719751624,0.016895205064459483,0.025025776810417403,2.9794143292436817e-16,-0.04279908120458862,-0.037366227644976074,-0.03829749400653273,0.0043148983958373795,3.72344488728026e-17,-3.1480467620067604e-17,0.04279908120458862,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.0227830070619218,0.011772332755432708,0.022783007061921875,0.011772332755432794,False,,False,PASS
11,10.077999999979511,-44.57154284658121,-5.571442855822651,0.037249141003125284,0.013489516790545216,0.020412530626980282,3.1114142710127144e-16,-0.042776763186331834,-0.037382641335795434,-0.03831105108766325,0.004301671065949327,-3.9588155647663517e-17,3.097318524582136e-18,0.042776763186331834,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.022390696692177733,0.01167311925061406,0.022390696692177747,0.011673119250614072,False,,False,PASS
12,10.90700000000652,-44.571605041594665,-5.571450630199333,0.029254219671084405,0.00966676808796142,0.015365633376669059,1.0172877546415971e-16,-0.04275421708106636,-0.03740222539816112,-0.03832734302996381,0.004286427093596097,-3.669451027209651e-17,-1.9563277785682537e-17,0.04275421708106636,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.021964044463734674,0.011585134599963022,0.02196404446373469,0.011585134599963087,False,,False,PASS
13,11.75,-44.57165210902486,-5.571456513628108,0.02058079887399506,0.005569641766569887,0.010325352765757724,6.257314002042977e-17,-0.042733935958262505,-0.03742469642247259,-0.03834614450410294,0.004269435345891584,1.5944631883401621e-18,-1.1848239581589014e-18,0.042733935958262505,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02152962578846903,0.011523815984799984,0.021529625788469123,0.011523815984799938,False,,False,PASS
14,12.60999999998603,-44.571681204476704,-5.571460150559588,0.010592606526833562,0.004345367753696179,0.006290704755472256,1.588974340992064e-16,-0.04271833637711227,-0.037452174567369066,-0.03836920580280341,0.00424898299013459,2.1091959335433528e-17,1.561396499932239e-19,0.04271833637711227,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02108580223073281,0.011509113028647816,0.02108580223073282,0.01150911302864779,False,,False,PASS
15,13.422000000020489,-44.57168556590546,-5.571460695738183,0.01496465177663507,0.003753065151385184,0.007482361093038062,7.388699500997901e-17,-0.04271757298064807,-0.03748340981878676,-0.03839532808312584,0.00422530651457887,-3.9121581727309696e-17,-3.755080634222517e-17,0.04271757298064807,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.020735378167877173,0.011591563926560418,0.020735378167877197,0.011591563926560435,False,,False,PASS
16,14.23499999998603,-44.57168597397981,-5.571460746747476,0.014835643022264285,0.0037118127226465733,0.007417821171390838,1.4657153627346682e-16,-0.04271899439966782,-0.03748326915591824,-0.03839517692965739,0.004225257863406308,8.889040549472613e-18,1.910878324306121e-17,0.04271899439966782,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02074907174987595,0.011597678483108432,0.020749071749875867,0.011597678483108447,False,,False,PASS
17,15.047000000020489,-44.57168677608697,-5.571460847010871,0.014578983393343707,0.0036769955465504023,0.007289774457910082,8.085544924506189e-17,-0.04272182737760276,-0.037482990969135384,-0.03839487756111989,0.00422515963301734,1.3442303179523802e-17,-8.735174733778278e-18,0.04272182737760276,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.020776340869441526,0.011609870541327295,0.020776340869441697,0.011609870541327384,False,,False,PASS
18,15.875,-44.57168794473851,-5.571460993092313,0.014197420060669886,0.0036249892145245486,0.007100319008499836,1.4733357220648457e-16,-0.0427260525948443,-0.03748258173932088,-0.0383944360109962,0.004225009752961306,1.4866882465544376e-17,-1.2423355631861382e-18,0.0427260525948443,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02081695055539912,0.01162806842534936,0.020816950555399307,0.011628068425349398,False,,False,PASS
19,16.65700000000652,-44.5716894401768,-5.5714611800221,0.013695108408472212,0.0035560381875060724,0.0068526590753370835,5.288423479561405e-17,-0.04273164169850873,-0.037482051426616786,-0.038393861504249796,0.004224804820811362,-5.2087750854793435e-17,-2.859142933245206e-17,0.04273164169850873,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.020870550854521587,0.011652168146288883,0.020870550854521698,0.01165216814628888,False,,False,PASS
20,17.53200000000652,-44.571691212099054,-5.571461401512382,0.01307762445086319,0.0034704480844166274,0.0065511606021795045,2.3096392236424985e-16,-0.04273855773650611,-0.03748141356145307,-0.03839316651022398,0.004224539925579911,3.361639844319815e-17,-7.226225571774029e-18,0.04273855773650611,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02093667923575219,0.011682035563620581,0.02093667923575234,0.011682035563620631,False,,False,PASS
21,18.32799999997951,-44.57169320186702,-5.571461650233378,0.01235197840385541,0.0033685755115378515,0.006201428603801831,1.94605025627775e-16,-0.042746755566153226,-0.03748068531210682,-0.03839236677230711,0.004224208472214811,1.756732597164354e-17,-5.298863004834838e-18,0.042746755566153226,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.02101476292125932,0.011717508328485789,0.021014762921259523,0.01171750832848582,False,,False,PASS
22,19.125,-44.571695345120474,-5.571461918140059,0.011526639940913606,0.0032508185281885787,0.005810416879353155,1.7833383445507306e-16,-0.04275618217638965,-0.03747988755633689,-0.038391481339339936,0.004223801995299136,2.2717376197083127e-17,-2.597845993394495e-18,0.04275618217638965,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.021104120328023484,0.011758397434211714,0.0211041203280235,0.011758397434211686,False,,False,PASS
23,19.95299999997951,-44.571697812813085,-5.571462226601636,0.010509790740178155,0.003102659782425371,0.0053401508498104044,1.3327037967999722e-16,-0.042767962534008164,-0.03747895339648532,-0.03839042879161055,0.0042232531933403625,3.267557638255639e-17,-1.8473257071095115e-17,0.042767962534008164,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.021215104572354707,0.011809652543584537,0.02121510457235477,0.011809652543584424,False,,False,PASS
24,20.78200000000652,-44.571700551582545,-5.571462568947818,0.009277188605651564,0.0029180460566562956,0.004790672515255826,1.3075606043675042e-16,-0.04278251294383705,-0.03747789896253064,-0.03838921395890488,0.0042225097211441845,3.23006836920654e-17,-2.3849825533770364e-18,0.04278251294383705,90.37206581100938,11.296508226376172,0.0,3.72527337,4.94345815722683,4.9434597467306105,96.93144550351933,90.0,90.0,0.021351095144851947,0.01187320434046001,0.021351095144852027,0.011873204340459981,True,,True,PASS
